Name,Embryo,clusterUmap,Pseudotime,Dataset,EmbryoDay,Stage,clusterEmbryoCells,LEF1,PARP1,ZEB1,SNAI1,HEY1,HEY2,EGR1,MYC,ENO1,CEBPA,JAK1,FGF4,PITX2,ATF1,PDGFRA,RB1,FOXA1,FOXA2,GATA3,C21orf33,MYB,IRF1,TBX21,VEGFA,TWIST1,YAP1,DLX5,TCF3,MYL1,MYOD1,PAX3,WWP1,SULT2A1,E2F1,RBL1,SIRT1,RBPJ,KDM1A,SMAD3,SMAD4,TERT,MAX,MTSS1,GLI1,EP300,EPAS1,ARNT,HIF1A,HDAC7,SEMA4A,SRPRA,EGFR,ATF3,PCBP4,ELK1,FOS,PLCG1,MYCBP,FOXP3,LONP1,AKT1,DAND5,ERAL1,JUN,JUND,YY1,IL27RA,LCK,JAK3,DVL3,SMARCA2,E2F4,SMARCA4,STK11,PTGDR2,KAT2A,FOXM1,TNIK,TRRAP,PCBP4,HNF1A,TLE1,AES,RELA,SKI,SIN3A,NCOR1,E2F6,HDAC1,EGR2,MAPK9,RNF128,EGR3,TGFB1,TCF4,ELF1,WT1,JUNB,NFATC2,IL27,IL27RA,JAK2,TYK2,PPARG,IL2RA,HDAC2,SMAD3,IL23R,SUPT7L,SPTLC3,TAF10,TAF12,EGF,NFX1,HDAC9,SRF,CREM,CREB1,PTPRH,CD4,EOMES,NFATC1,CALM3,TRBV20OR9-2,IL18,CD28,CD8A,TRIM28
E5.12.1033,E5.12,medium_TE,40.83903914,Petropoulos2016,5.0,B,K07,0,206,0,0,0,0,141,130,4919,10,0,0,0,50,0,0,0,0,272,16,0,0,0,0,0,12,0,76,0,0,0,19,0,66,0,0,192,50,0,46,0,303,0,0,94,8,39,121,0,0,53,0,56,0,0,104,0,41,0,78,7,0,246,0,25,32,0,0,0,90,1,142,114,0,0,22,4,0,1,0,0,44,0,53,0,25,203,0,98,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,439,0,0,18,0,0,83,0,136,0,93,61,0,0,0,0,0,140,0,0,0,0,350
E5.12.1042,E5.12,medium_TE,43.74594345,Petropoulos2016,5.0,B,K07,0,189,0,0,0,0,0,188,5444,66,0,12,1,80,0,0,0,1,1465,21,0,0,0,83,0,147,13,1,0,0,0,21,0,28,0,4,158,78,0,51,0,352,0,0,282,69,30,10,0,0,5,0,0,0,0,133,14,141,0,32,51,0,173,19,70,101,0,0,0,105,68,57,278,13,0,7,24,0,134,0,0,573,9,23,0,149,167,3,199,0,0,0,0,0,2,4,0,0,31,0,0,0,188,123,0,175,0,0,78,0,13,81,0,82,0,1,140,29,0,0,0,0,286,0,0,0,0,670
E5.13.1767,E5.13,medium_TE,40.82947221,Petropoulos2016,5.0,B,K06,0,397,0,29,0,0,0,354,7405,16,27,0,7,65,2,0,0,0,596,5,0,1,0,8,0,1,101,47,0,0,0,67,20,159,0,52,210,18,0,122,96,239,0,0,144,5,42,91,0,0,307,0,45,0,26,5,27,91,0,187,55,0,203,0,14,75,0,0,0,113,78,77,99,0,0,13,93,0,83,0,0,64,2,92,2,298,129,0,163,0,36,0,0,0,0,92,0,10,0,0,0,4,43,113,0,432,0,0,44,1,67,131,0,174,0,68,67,104,0,0,0,0,280,0,5,0,0,422
E5.16.1889,E5.16,medium_TE,42.22808967,Petropoulos2016,5.0,B,K07,0,377,0,39,0,0,0,403,6040,0,2,0,0,108,4,0,0,0,279,10,0,0,0,4,0,0,1,43,0,0,0,0,0,0,6,0,62,54,0,9,0,114,0,0,96,0,0,42,0,13,198,0,0,0,38,20,0,166,0,90,0,0,6,0,5,80,0,0,0,108,21,4,2,0,0,55,36,12,23,0,0,64,0,1,1,15,176,0,191,0,0,0,0,0,0,2,0,0,31,0,0,0,1,32,0,274,0,0,1,0,0,55,0,78,0,19,150,21,0,0,0,0,167,0,0,0,0,416
E5.3.55,E5.3,medium_TE,45.38116089,Petropoulos2016,5.0,B,K06,0,405,0,255,0,0,1,3,24320,179,103,0,0,161,0,20,0,0,1079,2,0,0,0,52,0,72,1468,65,0,0,0,179,223,56,28,61,722,381,0,174,0,17,0,0,223,115,33,156,0,0,388,0,66,82,79,223,0,228,0,423,56,0,475,89,110,304,0,0,0,210,350,186,570,61,36,56,347,12,50,82,0,34,0,318,66,354,495,41,506,0,209,0,1,19,0,116,0,25,0,0,0,41,66,338,0,784,0,0,313,20,145,768,0,244,0,192,502,178,0,0,0,0,945,0,9,0,0,1482
E5.37.3234,E5.37,medium_TE,45.3501417,Petropoulos2016,5.0,B,K06,0,428,0,81,0,0,0,155,8304,54,3,0,0,32,1,0,6,0,1191,36,0,0,0,223,0,171,15,331,0,0,0,15,0,39,6,12,202,289,0,29,0,96,0,0,251,4,1,34,0,1,291,44,39,43,26,8,33,163,0,552,45,0,343,0,98,170,0,0,0,108,147,172,503,5,0,31,142,2,1,43,0,156,0,93,91,40,326,13,120,0,6,0,0,0,0,209,0,119,2,0,0,0,38,1,0,379,0,0,112,10,218,20,0,41,0,274,13,53,0,0,0,0,701,0,0,0,0,3205
E5.37.3235,E5.37,medium_TE,43.36260872,Petropoulos2016,5.0,B,K06,0,5619,0,0,0,64,0,11456,105366,583,0,0,0,330,0,84,0,0,9510,240,0,14,0,179,0,53,789,1278,0,0,0,763,0,929,0,175,3622,605,0,443,149,2691,74,0,4578,0,981,501,1,0,2597,0,0,0,299,514,208,1178,0,1092,494,0,3570,0,106,1903,0,0,0,859,267,3509,4011,7,0,291,1215,11,709,0,0,1205,138,139,20,403,2742,504,5281,0,564,0,0,0,111,387,0,0,0,0,0,0,256,1114,0,4218,0,0,1343,0,290,1673,0,1722,0,540,822,1201,0,0,0,0,5040,0,90,0,0,11568
E5.37.3237,E5.37,medium_TE,43.56511374,Petropoulos2016,5.0,B,K06,0,1612,0,46,0,0,715,2572,16286,292,575,0,0,80,2,43,0,0,1554,18,0,4,0,14,0,29,0,626,0,0,0,70,0,101,13,69,638,311,0,206,2,296,1,0,491,0,23,2,0,136,8,7,147,0,0,4296,31,216,0,368,18,0,44,454,81,427,0,0,0,6,144,226,1404,10,0,65,55,32,359,0,0,616,0,0,45,128,556,1,1056,2,89,0,0,0,43,71,0,92,4,0,0,58,386,70,0,164,0,0,308,6,12,314,0,349,0,25,184,128,0,0,0,0,829,0,0,0,0,1903
E6.1.72,E6.1,medium_TE,42.08381891,Petropoulos2016,6.0,B,K07,0,305,0,10,0,0,0,125,6959,908,283,0,0,239,0,66,0,0,3488,2,0,1,0,388,0,141,1,454,0,0,0,83,0,498,94,88,437,156,2,177,0,161,0,0,1129,0,39,225,36,0,476,0,1306,12,87,0,196,138,0,495,215,0,405,711,879,609,0,0,0,911,20,722,830,89,0,188,202,47,587,12,0,742,0,11,142,278,359,40,125,0,189,0,0,0,184,359,0,23,30,0,0,42,272,11,0,322,2,0,255,7,168,70,0,208,0,117,169,0,0,0,0,0,266,0,0,0,0,2439
E6.1.78,E6.1,medium_TE,43.78112249,Petropoulos2016,6.0,B,K07,0,1124,0,19,0,0,0,2932,17890,69,19,0,0,243,0,55,0,0,3023,10,0,0,0,32,1,127,0,77,0,0,0,286,0,102,51,66,947,267,0,134,38,312,1,0,487,29,93,306,0,0,270,0,196,0,72,151,15,126,0,257,67,0,589,26,45,416,0,0,0,357,67,329,445,1,0,272,191,101,200,0,0,469,0,188,42,134,961,51,418,0,61,0,0,0,0,1,0,0,28,0,0,0,12,22,0,957,0,0,287,22,81,345,0,423,0,55,367,225,0,0,24,0,515,0,0,0,0,1277
E6.1.80,E6.1,medium_TE,43.00108986,Petropoulos2016,6.0,B,K07,0,1176,0,0,0,0,0,1199,12079,20,56,0,0,276,2,4,0,0,2789,5,4,49,0,30,0,141,0,60,0,0,0,215,0,69,53,91,665,142,0,101,12,358,21,0,527,12,52,475,0,0,413,71,16,2,43,287,39,183,0,311,58,0,582,0,69,798,0,0,0,354,165,100,365,0,0,59,405,210,85,2,0,501,0,57,18,312,878,58,532,0,239,0,0,0,0,137,0,46,26,0,0,0,86,98,0,1176,0,0,307,0,43,494,0,162,0,85,305,204,0,0,0,0,380,0,0,0,0,1055
E6.1.82,E6.1,medium_TE,41.23858498,Petropoulos2016,6.0,B,K07,0,1010,0,402,0,0,0,2158,13119,0,304,0,0,247,1,1,0,0,2511,0,1,0,0,33,0,0,0,394,0,1,0,363,0,1,0,0,398,0,0,133,0,197,0,1,232,218,1,338,0,1,238,0,0,0,1,0,1,73,0,915,1,0,1002,0,0,380,0,0,0,500,0,214,711,0,0,15,1,0,57,0,3,1017,1,206,10,169,151,9,0,0,164,0,0,0,1,0,1,1,0,0,0,0,0,135,2,1022,0,0,399,0,0,1159,0,211,2,0,1,0,0,2,0,0,838,0,0,0,0,832
E6.1.83,E6.1,medium_TE,43.33467357,Petropoulos2016,6.0,B,K07,0,1523,0,0,0,0,0,3828,48189,6,153,0,0,423,1,2,0,0,2768,5,0,49,0,0,0,92,0,47,0,0,0,209,0,0,0,0,1293,456,0,32,0,914,9,0,344,0,432,504,0,0,210,0,109,0,0,2119,382,441,0,40,262,0,599,1049,62,145,0,0,0,1053,165,277,1047,0,0,13,505,0,341,0,0,758,0,281,0,29,792,0,2458,0,345,0,0,0,0,325,0,171,0,0,0,0,0,169,0,1258,0,0,523,0,0,225,0,245,0,0,583,0,0,0,0,0,1729,0,0,0,0,1195
E6.1.84,E6.1,medium_TE,44.04138811,Petropoulos2016,6.0,B,K07,0,2831,0,0,0,0,0,2282,26712,206,429,0,2,191,0,0,0,0,4334,16,0,2,0,23,0,568,0,9,0,0,0,184,0,0,193,70,428,398,0,171,1,550,0,0,1635,0,49,146,0,388,591,0,0,23,87,1,137,84,0,348,44,0,1180,0,254,864,0,0,0,872,526,178,547,0,145,265,82,72,473,23,0,4079,0,1,71,464,588,98,130,0,170,0,0,36,9,95,0,2,0,0,0,14,77,0,0,2165,0,0,119,1,182,1023,0,648,0,304,146,659,0,0,0,0,1221,0,0,0,0,1607
E6.1.88,E6.1,medium_TE,43.70828651,Petropoulos2016,6.0,B,K07,0,1770,0,0,0,0,0,1695,23607,128,140,0,0,272,0,120,0,0,2384,0,0,0,0,107,0,154,0,402,0,0,0,252,0,236,99,309,898,435,143,256,214,770,0,0,1339,0,4,638,0,0,1283,0,0,0,340,0,139,225,0,660,212,0,0,0,164,965,0,0,0,966,190,647,610,7,0,134,0,61,148,0,0,908,0,194,24,173,1051,46,240,0,324,0,0,0,6,258,0,11,0,0,0,0,5,120,0,1103,143,0,676,0,0,1004,0,1037,0,202,619,531,0,0,0,0,944,0,0,0,0,1582
E6.11.1064,E6.11,medium_TE,52.94180055,Petropoulos2016,6.0,B,K08,0,1207,0,192,0,0,0,34,13190,316,0,0,0,65,1,0,0,0,1491,5,0,0,0,209,0,256,4,97,0,0,0,47,0,0,11,30,657,334,0,240,14,137,0,0,274,174,0,32,0,0,15,10,292,0,0,47,60,189,0,259,4,0,96,60,478,158,0,1,0,135,307,0,563,45,0,1,1,70,89,0,0,158,6,42,54,133,275,25,429,0,176,0,0,41,34,278,0,142,0,0,0,20,36,127,0,272,0,6,91,57,19,70,0,45,0,44,51,55,0,0,0,0,488,0,0,0,0,1558
E6.11.1065,E6.11,medium_TE,48.44136268,Petropoulos2016,6.0,B,K08,0,529,0,23,0,0,0,1,4655,168,175,0,10,15,0,3,13,0,1272,1,0,0,0,72,7,344,0,118,0,0,0,58,0,43,23,22,69,278,0,175,49,114,0,1,254,739,60,70,13,0,203,35,73,0,4,0,71,124,0,368,31,0,153,3,204,396,0,0,0,272,139,177,494,96,0,99,77,164,0,0,0,393,0,15,31,123,322,37,207,0,71,0,0,0,70,49,0,1,0,0,0,30,79,39,0,64,0,0,189,28,86,8,0,26,0,202,28,125,0,0,0,0,233,0,13,0,0,1746
E6.11.1071,E6.11,medium_TE,45.41796612,Petropoulos2016,6.0,B,K08,0,16,0,0,0,0,0,16,633,0,50,0,9,7,0,10,0,0,395,0,0,0,0,0,0,38,0,40,0,0,0,3,0,20,3,0,57,44,0,0,0,11,0,0,92,0,1,33,0,0,35,0,2,0,0,0,16,0,0,49,0,0,6,0,99,26,0,0,1,16,31,29,174,7,0,80,0,18,0,0,0,43,0,0,0,24,102,0,2,0,9,0,0,0,0,38,0,16,11,0,0,0,0,0,0,158,0,0,44,0,40,12,0,19,0,55,0,23,0,0,0,0,45,0,0,0,0,361
E6.11.1074,E6.11,medium_TE,44.56718569,Petropoulos2016,6.0,B,K08,0,138,0,0,0,0,0,50,3300,33,0,0,0,0,0,47,0,0,245,0,0,0,0,1,0,17,0,0,0,0,0,131,0,0,0,17,1,280,0,42,0,291,0,0,204,0,0,57,0,0,170,0,0,0,0,0,373,0,0,195,103,0,0,11,35,200,0,0,0,67,57,254,111,0,0,30,0,0,189,0,0,18,0,61,2,277,448,1,316,0,0,0,0,0,0,2,0,38,0,0,0,0,31,1,0,57,0,1,126,0,0,147,0,1,0,20,8,111,0,0,0,0,117,0,0,0,0,371
E6.11.1076,E6.11,medium_TE,45.41730821,Petropoulos2016,6.0,B,K08,0,911,0,47,0,0,64,1215,16801,143,76,0,13,310,1,16,0,0,1406,8,0,42,0,74,0,190,50,197,0,0,0,167,1,121,0,227,890,402,0,78,52,512,4,0,546,21,83,199,1,2,123,58,81,0,0,229,20,153,22,396,73,0,233,0,129,806,0,0,0,128,2,256,446,15,0,42,125,201,7,0,0,586,0,72,23,625,517,29,1011,0,104,0,0,0,28,395,0,40,6,0,0,0,28,98,0,805,0,1,150,0,13,277,0,197,0,168,74,168,0,0,0,0,435,0,0,0,0,2304
E6.12.1266,E6.12,medium_TE,43.36089239,Petropoulos2016,6.0,B,K08,0,1522,0,36,1,0,0,1288,30203,91,1,0,184,464,0,61,0,0,988,11,0,3,0,96,6,138,53,103,0,33,0,201,0,57,14,35,695,316,0,73,45,807,0,23,123,0,73,33,0,0,799,0,103,0,172,54,225,676,0,466,89,0,699,3,46,441,0,0,0,88,102,155,487,3,0,225,395,3,163,0,1,636,0,69,3,230,484,4,1454,0,41,0,0,0,7,5,0,20,0,0,0,10,113,153,0,735,0,0,177,0,130,381,0,359,0,300,390,107,0,0,0,0,312,0,19,0,0,1395
E6.12.1268,E6.12,medium_TE,43.76834234,Petropoulos2016,6.0,B,K08,0,1355,0,48,0,44,0,958,22079,81,5,0,0,170,0,1,0,0,736,8,0,2,0,67,0,122,0,69,0,29,0,96,0,36,3,109,552,510,0,131,144,706,37,0,237,5,76,229,62,0,768,45,1,0,63,34,5,330,0,425,84,0,539,0,18,612,0,0,0,277,24,404,520,3,0,234,85,28,217,0,0,571,0,82,97,191,279,37,1342,0,65,0,0,0,9,126,0,15,0,0,0,8,84,48,0,800,0,0,229,0,83,178,0,90,0,166,247,93,0,0,0,0,433,0,0,0,0,2228
E6.12.1272,E6.12,medium_TE,46.5094733,Petropoulos2016,6.0,B,K08,0,490,0,10,0,0,2,275,6973,9,3,0,43,144,37,0,0,0,199,1,0,14,0,15,0,53,8,81,0,0,0,8,0,18,0,53,182,54,13,76,60,110,0,0,310,0,2,101,0,0,164,0,84,16,9,36,11,77,0,216,12,0,8,0,10,150,0,0,0,130,160,66,249,0,0,139,31,58,79,16,4,281,0,27,3,11,393,13,530,0,14,0,0,0,0,118,0,31,0,0,0,0,56,76,0,578,13,0,48,0,8,198,0,14,0,35,95,15,0,0,10,0,141,0,0,0,0,430
E6.12.1275,E6.12,medium_TE,47.19266556,Petropoulos2016,6.0,B,K08,0,873,0,49,0,0,0,578,12137,100,8,0,1,205,21,23,0,0,651,7,0,0,0,54,0,170,1,116,0,12,0,170,0,124,29,74,435,247,27,51,88,400,27,0,321,4,69,210,0,5,522,0,58,31,41,27,15,236,0,246,55,0,219,1,40,479,0,0,0,176,106,344,357,17,0,151,150,56,61,31,0,530,1,86,30,201,287,24,686,0,126,0,0,0,36,61,0,7,6,0,0,8,54,65,0,466,27,0,139,0,45,130,0,203,0,100,141,110,0,0,0,0,199,0,1,0,0,1314
E6.12.1276,E6.12,medium_TE,46.2010126,Petropoulos2016,6.0,B,K08,0,902,0,18,0,0,0,563,12464,40,90,0,5,179,0,9,0,0,795,11,0,14,0,114,3,156,0,188,0,0,0,187,0,103,2,59,542,233,0,128,85,491,1,0,348,13,55,211,4,38,265,0,108,11,36,0,58,251,0,430,87,0,326,0,14,517,0,0,1,131,121,317,528,13,0,185,135,37,95,11,0,772,0,62,8,128,382,2,633,0,66,0,0,1,7,29,0,35,11,0,0,1,90,8,0,663,0,0,150,0,63,96,0,183,0,135,115,132,0,0,0,0,285,0,0,0,0,1905
E6.12.1286,E6.12,medium_TE,45.73099846,Petropoulos2016,6.0,B,K08,0,107,0,0,2,0,2,265,2379,1,0,15,0,76,0,0,0,0,227,1,0,2,0,14,0,22,14,18,0,0,0,45,0,1,3,17,83,39,5,21,2,151,0,0,82,0,12,43,0,0,66,0,0,0,0,27,17,53,0,57,16,0,80,0,3,118,0,0,0,20,34,37,99,1,0,14,22,14,30,0,0,96,0,0,0,58,87,1,219,0,19,0,0,0,1,18,0,8,23,0,0,2,31,3,0,156,5,0,38,0,6,13,0,43,0,9,18,10,0,0,0,0,60,0,0,0,0,225
E6.12.1287,E6.12,medium_TE,46.50401965,Petropoulos2016,6.0,B,K08,0,339,0,26,0,0,0,319,5124,50,12,0,0,85,4,7,0,1,169,0,0,0,0,16,0,66,17,38,0,2,0,51,0,7,17,52,140,61,0,54,7,152,1,0,63,0,43,99,7,4,129,0,16,12,28,11,11,111,0,138,8,0,111,0,2,132,0,10,0,69,47,128,122,0,0,73,25,9,40,12,0,213,0,15,25,40,132,3,417,0,44,0,0,0,12,45,0,2,0,0,0,10,40,4,0,329,0,0,78,0,12,42,0,128,0,6,54,18,0,0,0,0,112,0,1,0,0,404
E6.12.1288,E6.12,medium_TE,48.7425711,Petropoulos2016,6.0,B,K08,0,434,0,9,0,0,5,279,6103,36,7,0,0,121,39,0,0,7,336,4,0,0,0,44,8,60,41,41,0,0,0,118,0,75,23,46,240,168,0,23,18,322,1,0,176,1,49,68,0,0,290,43,3,31,17,13,17,145,0,208,2,0,157,0,5,100,0,0,0,51,147,248,259,1,1,96,25,84,38,31,0,129,1,70,15,157,121,2,327,0,32,0,0,0,2,67,0,5,0,0,0,27,39,68,0,341,0,1,60,1,16,83,0,114,0,61,58,85,0,0,0,0,78,0,0,0,0,556
E6.12.1290,E6.12,medium_TE,46.89720284,Petropoulos2016,6.0,B,K08,0,1644,0,63,0,0,0,650,25548,106,67,0,0,788,4,15,0,0,1086,14,0,60,0,232,0,264,15,67,0,1,0,434,0,26,8,104,870,702,0,183,76,1155,49,0,716,11,264,621,48,0,437,0,113,0,20,0,283,199,0,991,118,0,388,0,129,1215,2,0,0,162,299,335,746,1,0,112,155,247,110,0,0,415,0,141,30,698,485,0,690,0,174,0,0,0,112,298,0,11,95,0,2,72,72,138,0,912,0,0,345,0,92,164,0,258,0,256,217,87,0,0,0,0,264,0,33,0,0,1338
E6.12.1291,E6.12,medium_TE,46.12734144,Petropoulos2016,6.0,B,K08,0,627,0,0,0,0,0,131,5206,2,26,0,34,69,0,211,0,0,1517,5,0,1,0,23,0,475,0,155,0,0,0,266,0,205,2,263,399,245,0,268,204,146,0,0,245,8,78,26,0,0,92,0,0,0,0,0,51,213,0,413,13,0,54,0,116,663,0,0,0,161,82,217,247,22,0,137,29,34,99,0,0,390,0,36,42,107,117,8,300,0,139,0,0,0,70,69,0,35,8,0,0,57,52,11,0,296,0,0,115,0,138,34,0,99,0,238,10,27,0,0,0,0,231,0,0,0,0,923
