Name,Embryo,clusterUmap,Pseudotime,Dataset,EmbryoDay,Stage,clusterEmbryoCells,JAK3,HDAC1,LEF1,DAND5,MYB,FOS,JUND,TERT,RB1,SIN3A,FOXM1,SKI,TAF12,TLE1,PCBP4,TRIM28,JAK2,HDAC9,EP300,MTSS1,HDAC7,CREB1,SPTLC3,C21orf33,TCF3,MYC,YY1,SMARCA2,E2F6,E2F4,IRF1,ARNT,SEMA4A,AKT1,KDM1A,CREM,TWIST1,MYCBP,PITX2,TRRAP,PLCG1,HDAC2,JUN,SNAI1,RBPJ,FOXA2,PTGDR2,NCOR1,EGFR,SRPRA,EPAS1,STK11,FOXA1,ENO1,TAF10,EGR1,SMAD3,EGF,TCF4,SRF,JAK1,WT1,NFX1,E2F1,PARP1,HIF1A,RBL1,ERAL1,MAX,LCK,KAT2A,RELA,IL23R,AES,CALM3,TRBV20OR9-2,SUPT7L,GLI1,CD8A,SMAD4,TNIK,ELK1,SIRT1,TYK2,HNF1A,DVL3,SMARCA4,CEBPA,ATF1,RNF128,VEGFA,EOMES,HEY1,TBX21,GATA3,ZEB1,ATF3,FGF4,HEY2,TGFB1,PDGFRA,CD4,MYL1,SULT2A1
E5.16.1889,E5.16,medium_TE,42.22808967,Petropoulos2016,5.0,B,K07,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,0.0004206098843322818,0.0,0.0,0.0,0.029337539432176655,0.0,0.0,0.0,0.0,0.0,0.0004206098843322818,0.0,0.0,0.0
E5.3.55,E5.3,medium_TE,45.38116089,Petropoulos2016,5.0,B,K06,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.005467928496319664,0.0,0.0,0.0,0.11345951629863302,0.0,0.00694006309148265,0.0,0.0,0.0019978969505783386,0.0,0.0,0.0,0.023449001051524712
E5.37.3234,E5.37,medium_TE,45.3501417,Petropoulos2016,5.0,B,K06,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.023449001051524712,0.0,0.0,0.0,0.1252365930599369,0.0,0.004100946372239748,0.0,0.0,0.0,0.00010515247108307045,0.0,0.0,0.0
E5.37.3235,E5.37,medium_TE,43.36260872,Petropoulos2016,5.0,B,K06,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.018822292323869613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0067297581493165086,0.0,0.0,0.0,0.0,0.0
E5.37.3237,E5.37,medium_TE,43.56511374,Petropoulos2016,5.0,B,K06,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,0.0014721345951629863,0.0,0.0,0.0,0.16340694006309148,0.0,0.015457413249211356,0.0,0.0,0.0,0.0002103049421661409,0.0,0.0,0.0
E6.1.72,E6.1,medium_TE,42.08381891,Petropoulos2016,6.0,B,K07,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.04079915878023133,0.0,0.0,0.0,0.36677181913774975,0.0,0.13732912723449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.1.78,E6.1,medium_TE,43.78112249,Petropoulos2016,6.0,B,K07,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0033648790746582543,0.002523659305993691,0.0,0.0,0.31787592008412197,0.0,0.020609884332281808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.1.80,E6.1,medium_TE,43.00108986,Petropoulos2016,6.0,B,K07,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0031545741324921135,0.0,0.0,0.0,0.2932702418506835,0.0,0.0016824395373291271,0.0,0.0,0.0,0.0002103049421661409,0.0,0.0,0.0
E6.1.82,E6.1,medium_TE,41.23858498,Petropoulos2016,6.0,B,K07,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0.0,0.003470031545741325,0.0,0.0,0.0,0.2640378548895899,0.0,0.0,0.0,0.0,0.0,0.00010515247108307045,0.0002103049421661409,0.0,0.0
E6.1.83,E6.1,medium_TE,43.33467357,Petropoulos2016,6.0,B,K07,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.291062039957939,0.0,0.01146161934805468,0.0,0.0,0.0,0.00010515247108307045,0.0,0.0,0.0
E6.1.84,E6.1,medium_TE,44.04138811,Petropoulos2016,6.0,B,K07,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.00241850683491062,0.0,0.0,0.0,0.45573080967402735,0.0,0.0,0.0,0.0,0.0037854889589905363,0.0,0.0,0.0,0.0
E6.1.88,E6.1,medium_TE,43.70828651,Petropoulos2016,6.0,B,K07,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.011251314405888538,0.0,0.0,0.0,0.25068349106203996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.11.1064,E6.11,medium_TE,52.94180055,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,0.021976866456361724,0.0,0.0,0.0,0.15678233438485806,0.0,0.03070452155625657,0.0,0.0,0.004311251314405889,0.00010515247108307045,0.0,0.0,0.0
E6.11.1065,E6.11,medium_TE,48.44136268,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.007570977917981073,0.0,0.0,0.0,0.13375394321766562,0.0,0.007676130389064143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.11.1071,E6.11,medium_TE,45.41796612,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.04153522607781283,0.0,0.0002103049421661409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.11.1074,E6.11,medium_TE,44.56718569,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0.0,0.00010515247108307045,0.0,0.0,0.0,0.02576235541535226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.11.1076,E6.11,medium_TE,45.41730821,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,0.0077812828601472135,0.0,0.0,0.0,0.14784437434279707,0.0,0.008517350157728707,0.0,0.0,0.0,0.00010515247108307045,0.0,0.0,0.00010515247108307045
E6.12.1266,E6.12,medium_TE,43.36089239,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0.0,0.010094637223974764,0.0,0.00010515247108307045,0.0,0.10389064143007361,0.0,0.010830704521556257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6.12.1268,E6.12,medium_TE,43.76834234,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.00704521556256572,0.0,0.0,0.0,0.07739221871713985,0.0,0.00010515247108307045,0.0,0.0046267087276551,0.0,0.0,0.0,0.0,0.0
E6.12.1272,E6.12,medium_TE,46.5094733,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0015772870662460567,0.0010515247108307045,0.0,0.0,0.02092534174553102,0.0,0.008832807570977918,0.0,0.0,0.0,0.0038906414300736067,0.0,0.0,0.0
E6.12.1275,E6.12,medium_TE,47.19266556,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0056782334384858045,0.0,0.0,0.0,0.06845425867507886,0.0,0.006098843322818086,0.0,0.0,0.0,0.0022082018927444794,0.0,0.0,0.0
E6.12.1276,E6.12,medium_TE,46.2010126,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.011987381703470032,0.0,0.0,0.0,0.083596214511041,0.0,0.011356466876971609,0.0,0.0,0.00010515247108307045,0.0,0.0,0.0,0.0
E6.12.1286,E6.12,medium_TE,45.73099846,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0014721345951629863,0.0,0.0002103049421661409,0.0,0.023869610935856992,0.0,0.0,0.0015772870662460567,0.0,0.0,0.0,0.0,0.0,0.0
E6.12.1287,E6.12,medium_TE,46.50401965,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0016824395373291271,0.0,0.0,0.0,0.017770767613038908,0.0,0.0016824395373291271,0.0,0.0,0.0,0.0004206098843322818,0.0,0.0,0.0
E6.12.1288,E6.12,medium_TE,48.7425711,Petropoulos2016,6.0,B,K08,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0046267087276551,0.0,0.0,0.0,0.03533123028391167,0.0,0.0003154574132492114,0.0,0.0,0.0,0.004100946372239748,0.0,0.0,0.0
E6.12.1290,E6.12,medium_TE,46.89720284,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.024395373291272344,0.0,0.0,0.0,0.11419558359621451,0.0,0.011882229232386961,0.0,0.0,0.0,0.0004206098843322818,0.0,0.0,0.0
E6.12.1291,E6.12,medium_TE,46.12734144,Petropoulos2016,6.0,B,K08,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,0.00241850683491062,0.0,0.0,0.0,0.1595162986330179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
