TR:late_TE:CellLine,TR:EGR1,TR:SRPRA,TR:PLCG1,TR:PITX2,TR:MYCBP,TR:SMAD3,TR:SMAD4,TR:E2F1,TR:CREM,TR:FHL2,DA:CEBPB,DA:GSR,DA:HEY1,DA:HESX1,DA:HEY2,DA:PSAT1,DA:PKM,DA:NKX3-1,DA:ZEB1,DA:DEC1,DA:CEBPD,DA:ETV5,DA:DDIT3,DA:SOD1,DV:CEBPB,DV:GSR,DV:HEY1,DV:HESX1,DV:HEY2,DV:PSAT1,DV:PKM,DV:NKX3-1,DV:ZEB1,DV:DEC1,DV:CEBPD,DV:ETV5,DV:DDIT3,DV:SOD1
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.396897606085465,0.0977701543739279,0.0,0.1720486240584681,0.0,0.656051905436647,0.8475650682377507,0.4317249608471921,0.0,0.0,0.3383548363039749,0.4753523752703407,0.5142068759788201,0.8166157058691922
1,0,1,1,1,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.390782310388545,0.604146468789619,0.3358938026698486,0.2989037213811619,0.0,0.7142963681109702,0.9168468938772466,0.0,0.0,0.0,0.2182116488925348,0.0,0.2308151241703333,0.8627041539264673
1,1,1,1,0,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6283839212469237,0.6505332239540608,0.0575732716831978,0.0948616600790513,0.1224550674919829,0.6546349466776046,0.9211723469311656,0.0,0.0,0.0,0.5475426952047132,0.0575732716831978,0.5861734655828175,0.8483854127824595
1,0,1,1,0,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.334253113580431,0.0,0.0,0.0,0.3440226713401447,0.7530762920426579,0.9030501901707808,0.0,0.0,0.0,0.334253113580431,0.0,0.21537773137445,0.8310090237899918
1,0,1,1,0,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4642404355283764,0.4901931538518905,0.4672235066000447,0.2805578342904019,0.2885375494071146,0.7782086658214632,0.9673353717652322,0.337310761428891,0.0,0.0,0.508166157058692,0.3613244835558207,0.5195018271310314,0.8199716608248191
1,1,1,0,0,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6229398165411291,0.5415765530613766,0.0,0.0,0.0,0.7811917368931314,0.8677007979715116,0.1386382280557834,0.0,0.0,0.4407487508389887,0.0,0.4921321500484749,0.8274293385039898
1,0,1,0,0,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5224103214259079,0.494145723021851,0.3319412334998881,0.0,0.0797225743903348,0.7522559474979491,0.8474904914609591,0.4540234171079125,0.0,0.0,0.4759489894846744,0.0,0.581698858975315,0.8032664628234768
1,1,1,0,1,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4556641061973301,0.6575434409724812,0.0,0.0,0.0,0.6524722201506451,0.8803042732493102,0.5817734357521068,0.0,0.0,0.0,0.0,0.5647699306435976,0.7151912894324707
1,1,1,0,0,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4890745022000148,0.5888582295473189,0.0,0.0,0.0,0.8204191214855693,0.9143112834663284,0.0,0.0,0.0,0.1223804907151912,0.0,0.2419270639122977,0.8292937579237825
1,1,1,1,1,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.3938399582370049,0.5000372883883958,0.480647326422552,0.3250801700350511,0.0,0.8310836005667834,0.873219479454098,0.0,0.3766872995749123,0.0,0.4586471772689984,0.0,0.4603624431352077,0.7673950331866656
1,0,1,1,0,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.0,0.2509508539040943,0.0,0.0,0.0,0.635916175702886,0.9559997016928928,0.4221791334178536,0.0,0.0,0.4056230889700947,0.0,0.49235588037885,0.827354761727198
1,1,1,1,0,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5027220523528972,0.5435155492579611,0.4889999254232232,0.3018122156760384,0.2956969199791184,0.7503169513013647,0.8494294876575434,0.4155418002833917,0.0,0.0,0.4780371392348422,0.2390185696174211,0.4931016481467671,0.8122156760384815
1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.0,0.4118129614438064,0.0,0.2414050264747557,0.0,0.6664180774106943,0.8429413080766649,0.1135058542769781,0.0,0.0,0.0,0.0710716682824968,0.4561115668580803,0.7736594824371691
1,1,1,0,1,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4434335148034901,0.4852710865836378,0.0,0.4082332761578044,0.0,0.6961742113505854,0.8527854426131702,0.0,0.0,0.0,0.0751733910060407,0.3669923185919904,0.3740025356104108,0.8650906107838019
1,1,1,1,1,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4822880155119695,0.5385189052129167,0.4744574539488403,0.437094488776195,0.1989708404802744,0.734730404951898,0.8996196584383623,0.3876500857632933,0.0,0.0,0.5318815720784548,0.397643373853382,0.519576403907823,0.8040122305913938
1,1,1,1,1,1,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6617197404728167,0.6182414796032515,0.0,0.0,0.0,0.8496532179879186,0.8666567230964277,0.0,0.0,0.0,0.6287568051308822,0.0,0.4797524051010515,0.8673279140875532
1,0,1,1,1,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5167424863897382,0.5736445670818107,0.0,0.0,0.0,0.7763442464016704,0.8692669102841375,0.0,0.5432172421507943,0.0,0.0,0.3486464315012305,0.4397046759639048,0.8554702065776717
1,1,1,1,1,1,1,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6661943470803191,0.7635916175702886,0.0,0.3550600343053173,0.6034752777984935,0.7791781639197554,0.9142367066895368,0.4499962711611603,0.0,0.0,0.5072712357371914,0.0,0.0,0.8384667014691625
1,1,1,0,1,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6978894772167947,0.6715638750093221,0.5133865314341114,0.0,0.0,0.7442762323812365,0.861734655828175,0.0,0.0,0.0,0.6507569542844358,0.4106197330151391,0.7004996644045044,0.8090088746364382
1,1,1,1,1,1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.3649041688418226,0.4595420985904989,0.0,0.3910806174957118,0.0,0.0,0.7662018047579983,0.0,0.0,0.0,0.4441792825714072,0.0,0.5802073234394809,0.6362890595868447
